Area,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,FO_LandOwnType,County,RegUseRestriction,Industrial_Restriction,DistrictCode,Month_ReportDate
SOA,B,0.5,0.5,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,10
NOA,A,0.01,0.01,Human,Rural Residential,Marion,Reg Use Closure,Lvl 3 Restricted Shutdown,58,7
NOA,A,0.01,0.01,Human,Other Public,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,10
SOA,A,0.25,0.25,Human,Rural Residential,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,7
SOA,A,0.01,0.01,Lightning,Small Woodlands,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.1,0.1,Human,Industrial,Lake,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,10
SOA,A,0.01,0.01,Lightning,Other Private,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.25,0.25,Human,Other Private,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,9
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,10
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,7
NOA,A,0.1,0.1,Human,Small Woodlands,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,5
SOA,A,0.01,0.01,Human,Industrial,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,6
SOA,B,2.4,2.4,Human,Rural Residential,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.25,0.25,Lightning,Small Woodlands,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.1,0.1,Human,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.15,0.15,Human,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0.01,0.01,Lightning,BLM,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
EOA,B,0.75,0.75,Human,Other Private,Wallowa,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,9
EOA,A,0.1,0.1,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.63,0.63,Lightning,Industrial,Jefferson,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,B,9,9,Human,Industrial,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,4
NOA,A,0.01,0.01,Human,Rural Residential,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
EOA,C,40,40,Lightning,BIA,Umatilla,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,A,0.1,0.1,Lightning,Industrial,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.5,0.5,Human,Rural Residential,Wasco,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,10
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
SOA,B,2,2,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.25,0.25,Human,State,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,B,1,1,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,10
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,C,35,35,Human,Industrial,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,11
EOA,A,0.25,0.25,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,8
EOA,C,14,14,Human,State,Wallowa,Outside Closed Fire Season,Outside Closed Fire Season,97,5
SOA,A,0.1,0.1,Lightning,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.25,0.25,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,72,8
NOA,A,0.25,0.25,Human,Industrial,Benton,Reg Use Closure,Lvl 1 Fire Season Only,55,9
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,7
SOA,A,0.01,0.01,Human,BIA,Coos,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,10
SOA,A,0.25,0.23,Human,County,Coos,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,8
SOA,A,0.1,0.1,Human,Rural Residential,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,3
EOA,C,16,16,Human,Rural Residential,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
NOA,B,0.5,0,Human,Other Private,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,53,6
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Permit Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.1,0.1,Human,Other Private,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
NOA,B,0.55,0.55,Human,BLM,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,7
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Lvl 1 Fire Season Only,95,8
EOA,A,0.25,0.25,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,A,0.01,0.01,Human,Other Private,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.25,0.25,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,10
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.75,0.75,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,7
NOA,B,1.2,1.2,Human,Other Private,Yamhill,Reg Use Closure,Lvl 1 Fire Season Only,53,7
SOA,A,0.01,0.01,Lightning,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,C,91,61,Human,Other Private,Wallowa,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.01,0.01,Lightning,Other Private,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,78,10
SOA,B,0.5,0.5,Human,Industrial,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.2,0.2,Human,State,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.01,0.01,Lightning,Other Private,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,9
EOA,A,0.14,0.14,Human,County,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.25,0.25,Human,County,Josephine,Permit Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.01,0.01,Lightning,Other Private,Wheeler,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
NOA,B,2.5,2.5,Human,Other Private,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,8
EOA,A,0.25,0.25,Lightning,Industrial,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,A,0.01,0.01,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,9
EOA,B,3.04,3.04,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,9
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,10
NOA,A,0.1,0.1,Human,BLM,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,5
NOA,A,0.01,0.01,Human,State,Clatsop,Reg Use Closure,Lvl 2 Limited Shutdown,52,8
SOA,A,0.01,0.01,Human,State,Josephine,Closed Fire Season Lvl 1,Lvl 3 Restricted Shutdown,71,7
SOA,B,3,3,Human,State,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,5
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,7
SOA,B,5,5,Human,Industrial,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,2
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
SOA,A,0.25,0.25,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
NOA,A,0.01,0.01,Human,State,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,7
SOA,A,0.1,0.1,Human,County,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,11
NOA,A,0.01,0.01,Human,Rural Residential,Benton,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,10
SOA,A,0.1,0.1,Human,Rural Residential,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,6
SOA,A,0.01,0.01,Human,Other Private,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
EOA,A,0.1,0.1,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.25,0.25,Human,Ocean Shores,Curry,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,72,7
EOA,A,0.25,0.25,Human,Small Woodlands,Union,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Closed Fire Season Lvl 1,Outside Closed Fire Season,71,6
EOA,A,0.1,0.1,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,3,3,Lightning,Industrial,Grant,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
EOA,B,0.5,0.5,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,B,0.95,0.95,Lightning,Other Private,Union,Closed Fire Season Lvl 1,Lvl 4 Complete Shutdown,97,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
SOA,B,4.5,4.5,Lightning,Industrial,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.2,0.2,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,8
EOA,A,0.1,0.1,Human,Other Private,Grant,Outside Closed Fire Season,Outside Closed Fire Season,95,6
SOA,B,0.5,0.5,Human,County,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,Other Private,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Lightning,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
NOA,A,0.2,0.2,Human,Rural Residential,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,8
EOA,B,0.8,0.8,Human,BIA,Umatilla,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,8
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,B,10,10,Human,BLM,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,3
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,9
EOA,A,0.01,0.01,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,10
EOA,A,0.1,0.1,Lightning,Industrial,Grant,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Human,Industrial,Coos,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,8
EOA,A,0.2,0.2,Lightning,BLM,Klamath,Reg Use Closure,Lvl 1 Fire Season Only,98,7
SOA,B,1,1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.1,0.1,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,7
EOA,A,0.1,0.1,Lightning,USFS,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.25,0.25,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,4
SOA,A,0.01,0.01,Human,Industrial,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
NOA,A,0.02,0.02,Human,State,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,7
NOA,A,0.25,0.25,Human,Other Public,Columbia,Outside Closed Fire Season,Outside Closed Fire Season,53,4
EOA,B,0.75,0.75,Human,Other Private,Umatilla,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,A,0.01,0.01,Human,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,7
NOA,B,1.7,1.7,Human,Rural Residential,Polk,Reg Use Closure,Lvl 1 Fire Season Only,55,8
EOA,B,10,10,Human,Other Private,Wallowa,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,10
EOA,B,2.5,2.5,Lightning,Small Woodlands,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,9
SOA,A,0.01,0.01,Human,BLM,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.01,0.01,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,1.6,1.6,Lightning,BLM,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,8
SOA,A,0.03,0.03,Human,Industrial,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,5
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Human,BLM,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,10
SOA,A,0.1,0.1,Lightning,BLM,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,6
NOA,A,0.05,0.05,Human,State,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,6
NOA,A,0.01,0.01,Human,Small Woodlands,Multnomah,Reg Use Closure,Lvl 1 Fire Season Only,53,8
SOA,A,0.1,0.1,Lightning,Other Private,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.01,0.01,Lightning,Other Private,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.04,0.04,Human,Rural Residential,Curry,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,11
NOA,B,0.5,0.5,Human,Small Woodlands,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,5
EOA,A,0.1,0.1,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0.25,0.25,Human,Small Woodlands,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.04,0.04,Human,Rural Residential,Curry,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
SOA,B,0.5,0.5,Lightning,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,B,0.5,0.5,Human,Industrial,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,9
SOA,A,0.01,0.01,Human,County,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
NOA,A,0.25,0.25,Human,County,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,8
NOA,A,0.25,0.25,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,7
SOA,A,0.01,0.01,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.1,0.1,Lightning,Other Private,Union,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,97,8
SOA,A,0.1,0.1,Human,State,Curry,Reg Use Closure,Lvl 2 Limited Shutdown,72,9
SOA,A,0.01,0.01,Human,State,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,8
SOA,C,38,38,Human,Small Woodlands,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,77,7
EOA,A,0,0,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,4
EOA,G,12681,12591,Lightning,Rural Residential,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,7.5,7.5,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,72,7
EOA,A,0.1,0.1,Human,Other Public,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.01,0.01,Human,Other Private,Deschutes,Reg Use Closure,Lvl 1 Fire Season Only,95,8
NOA,A,0.08,0.08,Human,Rural Residential,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,53,10
SOA,A,0.2,0.2,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.01,0.01,Human,State,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
SOA,A,0.25,0.25,Human,Industrial,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
NOA,A,0.25,0.25,Human,Rural Residential,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,5
NOA,A,0.18,0.18,Human,Rural Residential,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,53,10
EOA,A,0.1,0.1,Human,Other Private,Hood River,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,6
EOA,A,0.1,0.1,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,9
NOA,A,0.2,0.2,Human,Rural Residential,Polk,Reg Use Closure,Lvl 2 Limited Shutdown,55,8
NOA,A,0.01,0.01,Human,State,Marion,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,6
EOA,A,0.25,0.25,Lightning,Other Private,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,B,0.5,0.5,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
NOA,A,0.01,0.01,Human,Industrial,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,55,10
SOA,A,0.01,0.01,Lightning,BLM,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
EOA,F,4098,484,Human,Other Private,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,B,4.6,4.6,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Lightning,Small Woodlands,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,7
SOA,A,0.01,0.01,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,4
EOA,A,0.02,0.02,Human,Other Private,Wasco,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,State,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,7
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,A,0.01,0.01,Human,BIA,Umatilla,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,10
NOA,A,0.25,0.25,Human,State,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,7
EOA,A,0.1,0.1,Lightning,Industrial,Lake,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,8
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,B,0.5,0.5,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.05,0.05,Human,State,Yamhill,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,7
NOA,B,0.5,0.5,Human,Other Private,Clackamas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,6
EOA,A,0.01,0.01,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.25,0,Human,County,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,9
SOA,A,0.06,0.06,Human,State,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,8
SOA,B,2,2,Lightning,BLM,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
SOA,B,1.5,1.5,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
NOA,A,0.25,0.25,Human,Small Woodlands,Yamhill,Reg Use Closure,Lvl 1 Fire Season Only,53,9
SOA,A,0.01,0.01,Human,Other Public,Linn,Reg Use Closure,Lvl 1 Fire Season Only,77,8
NOA,A,0.25,0.25,Human,Other Private,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,8
SOA,A,0.1,0.1,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
SOA,A,0.25,0.25,Lightning,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
EOA,A,0.01,0.01,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
EOA,B,3,3,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.75,0.75,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,7
EOA,A,0.1,0.1,Lightning,Other Private,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,1.25,1.25,Human,Small Woodlands,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,5
NOA,A,0.01,0.01,Human,Small Woodlands,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
EOA,A,0.1,0.1,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
EOA,A,0.01,0.01,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.3,0.3,Lightning,Small Woodlands,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,B,6.7,6.7,Human,Industrial,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,B,2,2,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,B,0.5,0.5,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
NOA,A,0.01,0.01,Human,County,Columbia,Outside Closed Fire Season,Outside Closed Fire Season,53,9
EOA,A,0.01,0.01,Lightning,BLM,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,A,0.02,0.02,Human,Ocean Shores,Lincoln,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,7
NOA,A,0.01,0.01,Human,State,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.1,0.1,Lightning,State,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
EOA,B,6.6,6.6,Lightning,Other Private,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,B,4,4,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,10
EOA,A,0.25,0.25,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,B,2,2,Human,Industrial,Lincoln,Outside Closed Fire Season,Outside Closed Fire Season,55,6
SOA,B,0.5,0.5,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
EOA,B,5,4,Human,County,Grant,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Lightning,Small Woodlands,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
EOA,A,0.01,0.01,Lightning,Municipal,Deschutes,Outside Closed Fire Season,Outside Closed Fire Season,95,5
SOA,A,0.01,0.01,Human,Small Woodlands,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,A,0.01,0.01,Lightning,Other Private,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,2
EOA,A,0.01,0.01,Lightning,Industrial,Union,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,8
NOA,A,0.25,0.25,Human,Rural Residential,Marion,Reg Use Closure,Lvl 2 Limited Shutdown,58,9
EOA,A,0.03,0.03,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,3,3,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,G,27111,24271,Lightning,USFS,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.01,0,Human,Other Private,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,10
SOA,A,0.01,0.01,Lightning,County,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.1,0.1,Human,Small Woodlands,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
NOA,A,0.01,0.01,Human,Small Woodlands,Yamhill,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
NOA,B,2,2,Human,State,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,8
